item_id,feature_id,data
514,0,1
515,0,1
516,0,1
517,0,104
518,0,1
519,0,3
520,0,3
521,0,1
523,0,17
524,0,2
525,0,1
526,0,2
528,0,1
529,0,1
530,0,27
531,0,1
533,0,3
534,0,123
535,0,3
536,0,1
537,0,1
540,0,11
541,0,210
542,0,5
543,0,1
544,0,1
545,0,1
546,0,4
548,0,1
549,0,1
550,0,1
551,0,25
552,0,1
553,0,5
555,0,1
556,0,1
560,0,1
561,0,1
562,0,27
563,0,1
564,0,22
565,0,1
567,0,1
569,0,1
573,0,2
574,0,1
575,0,1
576,0,1
577,0,1
578,0,1
579,0,2
580,0,1
581,0,17
582,0,1
584,0,10
585,0,1
587,0,17
588,0,1
590,0,3
591,0,1
592,0,2
593,0,1
594,0,3
595,0,1
597,0,1
598,0,1
599,0,5
602,0,1
603,0,1
605,0,1
606,0,1
607,0,1
608,0,13
609,0,3
610,0,1
611,0,1
612,0,1
614,0,19
615,0,3
616,0,1
617,0,1
618,0,51
619,0,1
620,0,2
622,0,1
623,0,1
624,0,1
626,0,26
627,0,3
628,0,1
629,0,13
630,0,1
631,0,1
632,0,13
633,0,1
634,0,1
635,0,1
636,0,1
638,0,1
639,0,51
640,0,3
641,0,3
642,0,1
643,0,13
644,0,1
645,0,1
646,0,1
647,0,1
648,0,1
649,0,3
650,0,1
651,0,1
652,0,3
653,0,1
655,0,1
656,0,10000
657,0,3
658,0,1
659,0,25
660,0,1
662,0,1
663,0,3
665,0,1
666,0,1
667,0,10
668,0,52
669,0,1
670,0,1
671,0,1
672,0,1
673,0,1
675,0,2
676,0,1
677,0,15
678,0,1
679,0,1
680,0,13
683,0,21
684,0,11
685,0,53
687,0,1
688,0,1
689,0,12
690,0,1
691,0,1
692,0,9
694,0,3
695,0,1
696,0,1
698,0,1
699,0,1
700,0,11
701,0,3
702,0,1
703,0,1
704,0,1
705,0,27
706,0,1
708,0,3
709,0,2
710,0,1
711,0,1
712,0,7
713,0,1
714,0,24
716,0,1
717,0,1
718,0,27
720,0,1
721,0,1
722,0,1
724,0,1
725,0,1
727,0,28
728,0,27
729,0,1
730,0,2
731,0,61
732,0,1
735,0,21
736,0,7
737,0,3
738,0,1
739,0,1
740,0,13
741,0,1
742,0,3
743,0,13
744,0,1
745,0,4
746,0,1
747,0,11
749,0,1
750,0,1
751,0,3
752,0,8
753,0,1
757,0,1
759,0,1
760,0,1
761,0,1
762,0,12
764,0,120
765,0,1
766,0,1
767,0,1
768,0,1001
769,0,1
770,0,2
771,0,1
772,0,1
773,0,1
774,0,1
775,0,1
776,0,183
778,0,3
779,0,1
780,0,3
781,0,2
782,0,1
783,0,3
784,0,2
786,0,1
788,0,2
791,0,14
792,0,3
793,0,3
796,0,1
797,0,25
798,0,1
799,0,24
802,0,1
803,0,1
804,0,1
805,0,1
806,0,21
808,0,1
809,0,2
811,0,1
812,0,1
814,0,2
816,0,1
817,0,3
818,0,3
819,0,1
820,0,1
821,0,1
823,0,1
824,0,1
825,0,1
826,0,1
828,0,1
830,0,5
831,0,1
832,0,1
834,0,14
836,0,13
837,0,1
838,0,2
839,0,3
840,0,26
843,0,1
844,0,1
845,0,3
846,0,3
847,0,14
848,0,1
849,0,1
850,0,1
851,0,1
852,0,1
854,0,1
856,0,1
857,0,1
858,0,2
859,0,4
860,0,11
861,0,1
862,0,1
863,0,2
864,0,1
865,0,21
867,0,1
868,0,17
869,0,12
870,0,24
871,0,11
872,0,1
873,0,2
875,0,1
876,0,1
877,0,9
878,0,1
879,0,16
880,0,1
882,0,1
883,0,1
884,0,22
885,0,1
886,0,1
887,0,1
889,0,3
890,0,1
891,0,41
893,0,24
895,0,1
896,0,1
897,0,26
898,0,1
899,0,2
900,0,1
901,0,1
902,0,1
903,0,2
905,0,1
906,0,1
907,0,2
908,0,1
909,0,1001
910,0,27
911,0,1
912,0,1
914,0,24
915,0,1
916,0,3
917,0,1
919,0,1
920,0,3
921,0,2
923,0,1
924,0,1
926,0,13
928,0,1
929,0,3
931,0,1
932,0,1
934,0,1
935,0,31
937,0,7
938,0,11
939,0,14
942,0,3
943,0,1
944,0,18
945,0,1
946,0,1
947,0,1
949,0,24
951,0,1
952,0,1
955,0,13
956,0,4
959,0,3
960,0,42
961,0,1
963,0,1
964,0,12
965,0,31
966,0,11
967,0,1
968,0,1
970,0,1
974,0,1
975,0,1
976,0,1
979,0,1
981,0,1
982,0,13
983,0,1
984,0,1
985,0,1
986,0,11
987,0,2
988,0,3
989,0,14
990,0,3
991,0,1
992,0,1
993,0,2
995,0,2
996,0,77
997,0,13
1000,0,1
1003,0,22
1004,0,8
1007,0,1
1008,0,3
1010,0,13
1011,0,1
1012,0,1
1013,0,1
1014,0,3
1015,0,26
1016,0,13
1017,0,1
1018,0,1
1019,0,1
1020,0,25
1021,0,1
1022,0,1
1023,0,1
1024,0,1
1026,0,9
1027,0,2
1028,0,3
1030,0,4
1031,0,1
1033,0,3
1035,0,1
1037,0,1
1038,0,1
1039,0,1
1040,0,1
1041,0,1
1044,0,1
1045,0,2
1046,0,1
1047,0,12
1048,0,1
1049,0,9
1050,0,1
1051,0,1
1052,0,202
1053,0,1
1054,0,3
1055,0,1
1056,0,55
1057,0,1
1058,0,2
1059,0,2
1060,0,1
1061,0,10
1062,0,1
1064,0,1
1065,0,7
1066,0,1
1067,0,3
1068,0,1
1069,0,27
1070,0,3
1071,0,1
1072,0,1
1074,0,3
1076,0,27
1079,0,1
1080,0,23
1083,0,11
1084,0,1
1085,0,7
1086,0,9
1088,0,1
1089,0,1
1091,0,3
1092,0,33
1093,0,1
1094,0,1
1095,0,24
1096,0,1
1097,0,2
1099,0,26
1100,0,1
1102,0,21
1104,0,1
1105,0,11
1107,0,1
1108,0,3
1109,0,1
1110,0,51
1112,0,36
1113,0,21
1114,0,1
1115,0,1
1118,0,1
1119,0,17
1120,0,1
1123,0,1
1124,0,2
1125,0,1
1126,0,1
1127,0,1
1128,0,1
1129,0,1
1130,0,1
1131,0,3
1133,0,1
1134,0,1
1135,0,1
1136,0,1
1137,0,1
1138,0,1
1139,0,41
1141,0,1
1142,0,1
1143,0,1
1146,0,61
1147,0,1
1148,0,27
1149,0,1
1150,0,1
1151,0,26
1152,0,3
1153,0,19
1154,0,1
1155,0,3
1156,0,2
1157,0,1
1158,0,1
1159,0,49
1160,0,3
1162,0,1
1163,0,27
1164,0,1
1165,0,24
1166,0,1
1168,0,1
1169,0,1
1170,0,3
1171,0,1
1172,0,17
1173,0,1
1174,0,1
1175,0,3
1176,0,1
1177,0,1
1179,0,3
1180,0,1
1181,0,1
1182,0,5
1183,0,1
1184,0,1
1185,0,1
1186,0,14
1187,0,3
1189,0,1
1191,0,1
1192,0,1
1193,0,1
1194,0,1
1195,0,1
1197,0,11
1198,0,1
1199,0,1
1200,0,2
1201,0,1
1202,0,27
1203,0,1
1204,0,8
1205,0,1
1206,0,17
1207,0,1
1208,0,27
1209,0,1
1210,0,1
1211,0,1
1212,0,1
1214,0,1
1215,0,7
1216,0,1
1217,0,1
1218,0,1
1219,0,1
1220,0,3
1221,0,28
1222,0,1
1223,0,1
1224,0,1
1225,0,11
1226,0,11
1227,0,1
1229,0,1
1230,0,17
1231,0,1
1233,0,13
1234,0,3
1235,0,23
1236,0,1
1237,0,1
1238,0,1
1239,0,2
1240,0,1
1241,0,3
1244,0,3
1245,0,1
1246,0,1
1247,0,1
1248,0,12
1249,0,35
1250,0,3
1251,0,1
1252,0,1
1253,0,1
1254,0,1
1255,0,17
1257,0,1
1258,0,1
1260,0,1
1261,0,1
1262,0,1
1263,0,1
1265,0,1
1266,0,1
1267,0,1
1270,0,3
1271,0,3
1272,0,1
1273,0,25
1274,0,1
1275,0,1
1276,0,1
1277,0,1
1278,0,1
1279,0,1
1280,0,24
1281,0,1
1282,0,1
1283,0,2
1284,0,101
1286,0,1
1288,0,1
1289,0,1
1290,0,1
1291,0,1
1292,0,1
1293,0,3
1294,0,1
1295,0,1
1296,0,3
1297,0,1
1298,0,1
1299,0,3
1300,0,1354
1301,0,1
1302,0,6
1303,0,16
1304,0,3
1309,0,1
1310,0,21
1311,0,1
1312,0,1
1313,0,13
1314,0,20
1317,0,10
1318,0,1
1319,0,4
1322,0,1
1323,0,1
1324,0,21
1325,0,11
1326,0,3
1327,0,1
1328,0,1
1329,0,13
1330,0,1
1332,0,1
1333,0,1
1335,0,27
1336,0,1
1337,0,11
1338,0,1
1339,0,1
1340,0,3
1341,0,1
1342,0,1
1343,0,1
1344,0,8
1346,0,11
1348,0,22
1349,0,40
1350,0,3
1351,0,1
1352,0,1
1354,0,49
1355,0,1
1356,0,1
1357,0,1
1358,0,7
1359,0,1
1360,0,13
1361,0,1
1362,0,1
1363,0,1
1364,0,3
1366,0,53
1368,0,1
1369,0,1
1370,0,1
1371,0,13
1372,0,3
1374,0,9
1375,0,1
1376,0,1
1377,0,1
1378,0,1
1379,0,10000
1380,0,1
1382,0,1
1384,0,2
1385,0,21
1386,0,2
1389,0,1
1390,0,1
1391,0,1
1393,0,1
1395,0,1
1396,0,1
1397,0,1
1399,0,1
1400,0,3
1402,0,1
1403,0,1
1404,0,28
1405,0,1
1406,0,19
1407,0,1
1408,0,1
1409,0,13
1411,0,14
1413,0,27
1414,0,1
1415,0,1
1416,0,1
1417,0,61
1418,0,1
1419,0,1
1420,0,14
1421,0,67
1422,0,1
1423,0,3
1424,0,11
1425,0,2
1426,0,13
1429,0,1
1430,0,1
1431,0,1
1432,0,1
1433,0,9
1434,0,3
1435,0,11
1437,0,26
1438,0,1
1439,0,1
1440,0,1
1441,0,27
1442,0,13
1443,0,171
1444,0,9
1445,0,6
1446,0,4
1447,0,1
1449,0,1
1451,0,1
1452,0,3
1453,0,1
1454,0,3
1455,0,1
1456,0,26
1457,0,4
1458,0,1
1460,0,1
1461,0,27
1462,0,1
1463,0,11
1464,0,51
1465,0,1
1466,0,3
1467,0,3
1468,0,1
1469,0,1
1470,0,3
1472,0,17
1474,0,1123
1476,0,1
1477,0,1
1478,0,34
1479,0,1
1481,0,369
1483,0,9
1484,0,3
1486,0,14
1487,0,1
1488,0,1
1489,0,1
1490,0,27
1491,0,3
1492,0,2
1493,0,22
1494,0,1
1495,0,1
1496,0,1
1498,0,1
1499,0,121
1501,0,2
1502,0,1
1503,0,1
1504,0,1
1505,0,3
1506,0,6
1507,0,1
1508,0,1
1509,0,2
1510,0,1
1511,0,1
1512,0,1
1513,0,1
1514,0,1
1515,0,1
1520,0,1
1521,0,1
1522,0,3
1523,0,11
1524,0,1
1525,0,1
1527,0,1
1528,0,3
1529,0,1
1531,0,3
1532,0,4
1533,0,17
1534,0,1
1535,0,2
1536,0,1
1539,0,1
1540,0,1
1541,0,1
1542,0,3
1543,0,1
1544,0,1
1545,0,373
1546,0,2
1547,0,2
1548,0,21
1549,0,5
1550,0,13
1551,0,2
1552,0,1
1553,0,13
1554,0,1
1555,0,1
1556,0,2
1557,0,10000
1558,0,27
1561,0,3
1562,0,2
1563,0,1
1564,0,1
1565,0,10
1566,0,1
1567,0,3
1569,0,1
1570,0,1
1571,0,1
1572,0,2
1573,0,1
1574,0,3
1575,0,1
1576,0,1
1577,0,41
1578,0,21
1579,0,1
1580,0,3
1582,0,22
1583,0,1
1584,0,3
1585,0,1
1586,0,1
1589,0,1
1590,0,1
1591,0,13
1593,0,1
1595,0,17
1597,0,1
1598,0,21
1599,0,1
1600,0,1
1602,0,11
1603,0,1
1604,0,1
1605,0,53
1607,0,1
1608,0,1
1609,0,210
1611,0,1
1612,0,14
1613,0,1
1615,0,1
1618,0,4
1619,0,1
1621,0,1
1622,0,1
1623,0,2
1624,0,2
1625,0,2
1626,0,1
1627,0,1
1630,0,1
1632,0,1
1633,0,1
1634,0,1
1635,0,2
1637,0,1
1638,0,1
1639,0,21
1640,0,1
1643,0,50
1644,0,1
1646,0,1
1648,0,3
1650,0,2
1651,0,1
1653,0,1
1655,0,69
1656,0,5
1657,0,1
1658,0,1
1659,0,27
1660,0,26
1661,0,10
1663,0,1
1664,0,1
1665,0,1
1666,0,2
1667,0,1
1668,0,1
1669,0,3
1670,0,1
1672,0,25
1673,0,1
1674,0,1
1675,0,1
1677,0,27
1678,0,1
1679,0,1
1680,0,35
1681,0,27
1682,0,1
1683,0,3
1684,0,11
1685,0,1
1686,0,14
1687,0,105
1688,0,1
1689,0,13
1690,0,1
1691,0,27
1692,0,5
1693,0,1
1694,0,1
1695,0,14
1696,0,1
1697,0,1
1698,0,15
1699,0,2
1700,0,1
1702,0,1
1703,0,1
1704,0,2
1705,0,1
1706,0,9
1708,0,25
1710,0,1
1711,0,1
1713,0,3
1714,0,1
1715,0,1
1716,0,11
1717,0,1
1719,0,14
1720,0,1
1721,0,1
1722,0,136
1725,0,1
1726,0,1
1728,0,1
1730,0,18
1731,0,1
1733,0,1
1734,0,14
1735,0,1
1736,0,17
1737,0,25
1738,0,1
1739,0,1
1741,0,1
1742,0,1
1743,0,1
1744,0,1
1745,0,25
1746,0,1
1747,0,1
1748,0,1
1749,0,1
1752,0,3
1753,0,2
1755,0,3
1757,0,3
1758,0,1
1759,0,2
1760,0,1
1761,0,1
1764,0,1
1765,0,1
1766,0,3
1767,0,53
1769,0,1
1771,0,2
1772,0,1
1774,0,1
1775,0,1
1776,0,27
1777,0,1
1778,0,3
1779,0,1
1780,0,2
1781,0,1
1782,0,104
1786,0,1
1787,0,1
1789,0,11
1790,0,1
1791,0,13
1792,0,1
1793,0,7
1794,0,1
1795,0,1
1797,0,1
1798,0,1
1802,0,21
1803,0,1
1804,0,1
1806,0,6
1807,0,4
1808,0,1
1809,0,1
1810,0,1
1811,0,1
1812,0,25
1813,0,31
1814,0,1
1815,0,1
1816,0,1
1817,0,1
1819,0,3
1820,0,1
1821,0,2
1822,0,57
1823,0,1
1825,0,2
1826,0,1
1827,0,1
1828,0,1
1829,0,1
1830,0,1
1831,0,1
1832,0,1
1833,0,3
1834,0,1
1835,0,1
1836,0,3
1837,0,79
1838,0,1
1840,0,3
1841,0,1
1842,0,1
1843,0,1
1844,0,14
1845,0,4
1847,0,3
1848,0,27
1849,0,31
1851,0,1
1852,0,1
1853,0,1
1854,0,13
1855,0,1
1856,0,1
1857,0,1
1858,0,5
1859,0,26
1860,0,1
1861,0,2
1863,0,1
1865,0,1
1866,0,1
1869,0,1
1870,0,1
1871,0,1
1872,0,64
1873,0,7
1874,0,4
1875,0,13
1876,0,1
1877,0,17
1879,0,1
1880,0,1
1881,0,3
1882,0,1
1883,0,1
1884,0,1
1885,0,151
1886,0,1
1887,0,1
1888,0,3
1889,0,4
1890,0,5
1891,0,1
1892,0,1
1893,0,13
1894,0,1
1896,0,14
1897,0,1
1898,0,1
1899,0,1
1900,0,3
1901,0,1
1903,0,14
1905,0,1
1906,0,8
1907,0,3
1908,0,27
1909,0,9
1910,0,7
1911,0,23
1912,0,1
1913,0,1
1914,0,1
1915,0,2
1917,0,1
1918,0,1
1920,0,14
1921,0,7
1922,0,3
1924,0,1
1925,0,21
1926,0,14
1927,0,1
1928,0,78
1929,0,2
1931,0,1
1932,0,21
1933,0,1
1935,0,1
1936,0,1
1937,0,9
1938,0,1
1941,0,4
1942,0,1
1944,0,1
1945,0,1
1946,0,23
1947,0,1
1948,0,27
1951,0,1
1952,0,1
1953,0,1
1954,0,2
1955,0,13
1956,0,13
1957,0,3
1958,0,1
1959,0,1
1960,0,1
1961,0,2
1962,0,1
1963,0,3
1964,0,1
1965,0,3
1966,0,21
1967,0,1
1968,0,2
1969,0,1
1970,0,1
1972,0,11
1973,0,1
1974,0,170
1975,0,1
1976,0,1
1977,0,1
1978,0,1
1979,0,30
1980,0,1
1981,0,1
1982,0,13
1984,0,3
1986,0,3
1989,0,1
1992,0,14
1995,0,17
1996,0,1
1997,0,1
1998,0,50
1999,0,1
2000,0,1
2001,0,1
2002,0,1
2003,0,1
2004,0,2
2005,0,1
2006,0,1
2007,0,2
2008,0,2
2009,0,1
2010,0,1
2014,0,8
2015,0,122
2016,0,1
2017,0,43
2018,0,2
2020,0,1
2021,0,1
2022,0,1
2023,0,1
2025,0,1
2026,0,1
2027,0,1
2028,0,1
2029,0,1
2032,0,3
2033,0,1
2034,0,1
2035,0,1
2036,0,1
2038,0,1
2039,0,1
2040,0,1
2041,0,1
2042,0,1
2044,0,1
2045,0,1
2046,0,24
2047,0,2
2048,0,1
2051,0,1
2052,0,1
2053,0,3
2054,0,1
2056,0,1
2057,0,1
2059,0,2
2060,0,1
2063,0,1
2064,0,1
2065,0,1
2066,0,1
2067,0,3
2070,0,2
2071,0,13
2072,0,2
2073,0,1
2074,0,26
2075,0,1
2077,0,2
2078,0,1
2079,0,3
2080,0,1
2082,0,3
2084,0,1
2085,0,24
2086,0,1
2087,0,1
2088,0,1
2090,0,1
2091,0,1
2094,0,1001
2095,0,1
2096,0,1
2097,0,1
2098,0,1
2100,0,1
2104,0,11
2105,0,32
2106,0,3
2107,0,1
2108,0,3
2109,0,1
2110,0,1
2111,0,1
2112,0,1
2113,0,14
2114,0,13
2115,0,41
2118,0,1
2119,0,1
2120,0,1
2121,0,26
2123,0,122
2124,0,1
2125,0,1
2126,0,1
2127,0,27
2128,0,1
2129,0,1
2130,0,1
2131,0,21
2132,0,1
2133,0,1
2134,0,1
2137,0,1
2138,0,21
2139,0,1
2140,0,1
2141,0,14
2142,0,13
2144,0,13
2145,0,1
2146,0,21
2147,0,41
2149,0,1
2150,0,1
2153,0,25
2154,0,1
2157,0,31
2159,0,1
2161,0,1
2162,0,16
2163,0,2
2165,0,1
2167,0,4
2168,0,1
2170,0,2
2171,0,3
2172,0,13
2173,0,27
2174,0,2
2176,0,1
2177,0,3
2178,0,3
2179,0,1
2180,0,22
2181,0,1
2182,0,1
2183,0,51
2184,0,1
2185,0,2
2186,0,5
2187,0,1
2189,0,1
2190,0,1
2191,0,1
2192,0,1
2193,0,31
2194,0,11
2195,0,1
2196,0,1
2197,0,24
2198,0,1
2200,0,1
2201,0,1
2202,0,6
2204,0,3
2205,0,1
2206,0,1
2207,0,27
2208,0,1
2209,0,1
2210,0,13
2211,0,1
2212,0,1
2213,0,3
2214,0,2
2215,0,14
2216,0,8
2217,0,1
2218,0,3
2219,0,1
2220,0,11
2221,0,1
2222,0,1
2223,0,26
2225,0,2
2226,0,1
2227,0,3
2228,0,21
2229,0,1
2231,0,1
2232,0,2
2233,0,22
2235,0,2
2236,0,2
2237,0,11
2238,0,21
2239,0,1
2240,0,3
2241,0,1
2242,0,21
2243,0,3
2245,0,2
2246,0,2
2247,0,1
2249,0,91
2250,0,3
2252,0,3
2253,0,1
2254,0,1
2255,0,1
2256,0,5
2258,0,1
2259,0,1
2260,0,3
2261,0,1
2263,0,1
2264,0,3
2265,0,1
2266,0,3
2267,0,36
2269,0,4
2272,0,11
2274,0,2
2275,0,1
2276,0,1
2277,0,1
2278,0,1
2280,0,25
2281,0,1
2282,0,1
2283,0,26
2284,0,5
2285,0,1
2287,0,1
2288,0,2
2289,0,1
2291,0,1
2292,0,1
2293,0,1
2294,0,1
2295,0,1
2296,0,2
2297,0,1
2298,0,21
2300,0,1
2301,0,2
2304,0,14
2305,0,13
2307,0,1
2308,0,1
2309,0,27
2310,0,1
2311,0,1
2312,0,1
2313,0,12
2314,0,1
2315,0,17
2318,0,31
2319,0,23
2320,0,3
2321,0,3
2323,0,13
2324,0,19
2325,0,1
2326,0,1
2327,0,27
2328,0,1
2329,0,1
2330,0,21
2331,0,1
2332,0,1
2334,0,27
2335,0,17
2338,0,1
2339,0,1
2340,0,1
2341,0,1
2342,0,1
2343,0,26
2345,0,5
2346,0,1
2348,0,3
2350,0,4
2351,0,1
2352,0,14
2353,0,1
2354,0,1
2355,0,1
2356,0,1
2357,0,1
2358,0,2
2359,0,1
2360,0,1
2361,0,1
2363,0,26
2364,0,1
2365,0,4
2366,0,1
2367,0,120
2368,0,8
2369,0,1
2372,0,1
2373,0,25
2374,0,1
2375,0,13
2376,0,1
2377,0,27
2378,0,3
2380,0,11
2381,0,1
2382,0,21
2383,0,13
2384,0,4
2385,0,6
2386,0,1
2387,0,1
2388,0,1
2389,0,3
2390,0,1
2392,0,1
2393,0,1
2394,0,3
2396,0,1
2397,0,9
2401,0,1
2403,0,2
2404,0,1
2406,0,25
2407,0,3
2408,0,1
2409,0,1
2410,0,1
2411,0,1
2413,0,1
2414,0,4
2415,0,1
2416,0,1
2417,0,1
2418,0,20
2419,0,41
2420,0,41
2422,0,1
2423,0,1
2424,0,1
2425,0,3
2426,0,17
2427,0,3
2428,0,2
2429,0,1
2430,0,22
2431,0,3
2432,0,23
2434,0,1
2435,0,1
2436,0,1
2437,0,1
2438,0,1
2439,0,3
2440,0,1
2441,0,1
2442,0,2
2443,0,1
2444,0,1
2445,0,14
2446,0,3
2447,0,29
2448,0,1
2449,0,1
2450,0,1
2451,0,1
2452,0,1
2453,0,1
2454,0,1
2455,0,1
2456,0,3
2457,0,1
2459,0,7
2461,0,1
2462,0,3
2464,0,1
2465,0,1
2466,0,1
2467,0,2
2468,0,3
2470,0,1
2471,0,3
2472,0,21
2473,0,1
2474,0,1
2475,0,1
2477,0,37
2478,0,1
2479,0,1
2480,0,1
2481,0,9
2482,0,15
2483,0,2
2484,0,1
2485,0,3
2486,0,3
2487,0,21
2488,0,2
2489,0,3
2490,0,1
2492,0,3
2493,0,2
2494,0,14
2495,0,1
2496,0,3
2497,0,3
2498,0,3
2499,0,4
2500,0,4
2501,0,1
2502,0,3
2503,0,1
2504,0,3
2505,0,1
2507,0,1
2508,0,3
2509,0,1
2510,0,1
2511,0,1
2512,0,1
2513,0,27
2514,0,1
2515,0,1
2517,0,1
2519,0,1
2520,0,1
2521,0,151
2522,0,1
2524,0,2
2525,0,1
2526,0,24
2527,0,1
2528,0,9
2529,0,1
2530,0,3
2533,0,2
2534,0,14
2535,0,25
2536,0,21
2537,0,2
2539,0,1
2540,0,17
2543,0,1
2544,0,25
2546,0,1
2547,0,1
2548,0,1
2549,0,25
2550,0,26
2552,0,3
2553,0,265
2554,0,1
2555,0,3
2556,0,1
2557,0,1
2558,0,1
2559,0,1
2560,0,2
2561,0,1
2562,0,1
2563,0,1
2564,0,1
2566,0,3
2567,0,1
2568,0,21
2569,0,1
2570,0,3
2571,0,14
2572,0,1
2573,0,49
2574,0,1
2575,0,28
2576,0,1
2577,0,1
2579,0,1
2581,0,1
2582,0,1
2584,0,1
2585,0,3
2586,0,1
2587,0,1
2588,0,1
2589,0,3
2590,0,1
2591,0,1
2592,0,1
2593,0,1
2594,0,27
2595,0,1
2596,0,1
2597,0,1
2598,0,1
2599,0,1
2600,0,1
2602,0,3
2604,0,1
2605,0,1
2607,0,16
2608,0,1
2609,0,3
2610,0,1
2611,0,1
2612,0,23
2614,0,1
